id,path,name,title,description,keywords
22,/tests/sql-numeric,Тест SQL: Числовые типы данных,Тест: Числовые типы данных в SQL | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Потренируйтесь на наших тестах по программированию, базам данных и аналитике 😉",
23,/tests/sql-datetime,Работа с датой и временем в SQL,Тест: Работа с датой и временем в SQL | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Потренируйтесь на наших тестах по программированию, базам данных и аналитике 😉",
24,/blog/test-article,Тестовая статейка,Тестовая статейка,,"статьи, статейки, классно"
25,/blog/find-deleted-num,Задача с собеседования: Поиск удаленного элемента за O(N),Статья: Задача с собеседования - Поиск удаленного элемента за O(N) | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Потренируйтесь на наших тестах по программированию, базам данных и аналитике 😉","Сложность алгоритмов, поиск элемента, отсортированный массив"
26,/materials/file/pep8-guide,Гайд по оформлению кода на Python,PEP8: Гайд по оформлению кода на Python | IT Resume,Пишете код на Python? Скачайте наш гайд по оформлению кода на Python и проверьте - соблюдаете ли Вы PEP8 и другие профессиональные правила 😉,
27,/materials/file/sql-styleguide,Гайд по оформлению SQL запросов,Гайд по оформлению SQL запросов | IT Resume,"Пишете SQL запросы? Скачайте наш гайд по оформлению SQL запросов и научитесь не просто писать запросы, а делать их читаемыми 😉",
28,/materials/file/logging-cheatsheet,Шпаргалка по логгированию в Python,Шпаргалка по логгированию в Python | IT Resume,Программируете на Python? Настройка логов - обязательный навык для любого программиста. Скачайте нашу шпаргалку - однажды это спасет Ваш сервер 😉,
49,/problems/non-decreasing-array,Неубывающий массив,Задача: Неубывающий массив | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
29,/materials/webinar/python-interview-questions-webinar,Разбор задач с реального собеседования по Python,Разбор задач с реального собеседования по Python | IT Resume,"Вам интересно, что спрашивают на собеседованиях по Python? Регистрируйтесь на наш вебинар - там мы разберем задачи с реального технического интервью 😉",
30,/materials/webinar/sql-optimization-webinar,5 способов оптимиации SQL запросов,5 способов оптимизации SQL запросов | IT Resume,Пишите SQL-запросы и не задумываетсь про скорость их выполнения? А надо бы! Записывайтесь на наш вебинар по оптимизации SQL-запросов - все расскажем 😉,
31,/blog/python-asterisk,Супер-звезда Python. 5 способов использования оператора *. ,Статья: Супер-звезда Python. 5 способов использования оператора * | IT Resume ,"Готовитесь к собеседованию или хотите прокачать свои навыки? Потренируйтесь на наших тестах по программированию, базам данных и аналитике 😉",Python
32,/blog/linked-lists,Связные списки,Связные списки,Связные списки,"Связные списки, алгоритмы, структуры данных"
33,/materials/file1,Полезные материалы,Полезные материалы | IT Resume,Полезные материалы,
34,/problems/python-first,Тестовая задачка,Тестовая задачка,Тестовая задачка,
35,/problems/sql-test,Тестовая задача по SQL,Тестовая задачка,Тестовая задачка,
36,/problems/two-sum,Сумма 2 чисел,Задача: Сумма двух чисел | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
37,/problems/shuffle,Преобразование массива,Задача: Преобразование массива | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
38,/problems/kidsWithCandies,Задача о детях и конфетах,Задача: О детях и конфетах | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
39,/problems/numIdenticalPairs,Задача о «хороших парах»,Задача: О «хороших парах» | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
40,/problems/findNumbers,Числа с четным числом цифр,Задача: Числа с четным числом цифр | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
41,/problems/price-between,Анализы в диапазоне цен,Задача: Анализы в диапазоне цен | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
42,/problems/sales-in-april-2020,Продажи в апреле 2020,Задача: Продажи в апреле 2020 | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
43,/problems/analysis-storage-mode,Режим хранения анализов,Задача: Режим хранения анализов | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
44,/problems/blood-analysis,Анализ крови,Задача: О «хороших парах» | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
45,/problems/count-analysis-markup,Задача на расчет наценки,Задача: Расчет наценки | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
46,/problems/max-candies,Максимальное количество конфет,Задача: Максимальное количество конфет | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
47,/problems/non-overlapping-subarrays-sum,Сумма непересекающихся подмассивов,Задача: Сумма непересекающихся подмассивов | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
48,/problems/findDuplicate,Нахождение дубликата,Задача: Нахождение дубликата | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
50,/problems/minimum-operations-to-make-the-array-increasing,Строго возрастающий массив,Задача: Строго возрастающий массив | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
51,/problems/orders-in-april-2018,Анализы в апреле 2018,Задача: Анализы в апреле 2018 | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
52,/problems/analysis-in-a-week,Продажи анализов в течение недели,Задача: Продажи анализов в течение недели | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
53,/problems/not-sold-analysis,"Анализы, которые не продавались за период","Задача: Анализы, которые не продавались за период | IT Resume","Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
54,/problems/avg-markup-by-year,Средняя наценка по годам,Задача: Средняя наценка по годам | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
55,/problems/filter-rounded-markup,Округлить и отфильтровать наценку,Задача: Округлить и отфильтровать наценку | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
56,/problems/check-valid-parentheses,Проверить валидность скобок,Задача: Проверить валидность скобок | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
57,/problems/delete-duplicate-letters,Удалить дублирующиеся соседние буквы,Задача: Удалить дублирующиеся соседние буквы | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
58,/problems/create-pop-push-array,Сконструировать массив из Push и Pop,Задача: Сконструировать массив из Push и Pop | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
59,/problems/minimum-valid-parentheses,Минимальная валидность скобок,Задача: Минимальная валидность скобок | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
60,/problems/days-to-warming,Количество дней до потепления,Задача: Количество дней до потепления | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
61,/problems/string-parentheses-weight,Вес строки со скобками,Задача: Вес строки со скобками | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
62,/problems/stack-element-freq,Стек с частотой элементов,Задача: Стек с частотой элементов | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
63,/problems/selfdividing-numbers,"Числа, которые делятся на все цифры","Задача: Числа, которые делятся на все цифры | IT Resume","Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
64,/problems/maximum-6-9-number,Максимальное число из 6 и 9,Задача: Максимальное число из 6 и 9 | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
65,/problems/sum-product-difference,Разница между произведением и суммой цифр,Задача: Разница между произведением и суммой цифр | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
66,/problems/binary-num-from-linked-list,Бинарное число из связного списка в обычное,Задача: Бинарное число из связного списка в обычное | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
67,/problems/middle-of-linked-list,Середина односвязного списка,Задача: Середина односвязного списка | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
68,/problems/revers-linked-list,Реверс односвязного списка,Задача: Реверс односвязного списка | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
69,/problems/merge-sorted-linked-lists,Объединение отсортированных односвязных списков,Задача: Объединение отсортированных односвязных списков | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
70,/problems/linked-list-with-duplicates,Связный список с дубликатами,Задача: Связный список с дубликатами | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
71,/problems/first-intersection-node,Первый узел пересечения связных списков,Задача: Первый узел пересечения связных списков | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
72,/problems/shift-linked-list-nodes,Сдвинуть узлы связного списка,Задача: Сдвинуть узлы связного списка | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
73,/problems/insert-linked-list-in-linked-list,Вставка связного списка в другой список,Задача: Вставка связного списка в другой список | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
74,/problems/change-palces-linked-list-elem,Поменять местами элементы связного списка,Задача: Поменять местами элементы связного списка | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
75,/problems/reorder-linked-list-by-index,Переупорядочить связный список по индексам,Задача: Переупорядочить связный список по индексам | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
76,/tests/middle-sql,Продвинутый тест по SQL,Тест: Продвинутый тест по SQL | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Потренируйтесь на наших тестах по программированию, базам данных и аналитике 😉",
77,/problems/sort-by-elem-freq,Отсортировать массив по частоте вхождения элементов,Задача: Отсортировать массив по частоте элементов | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
78,/problems/bubble-sort,Сортировка пузырьком,Задача: Сортировка пузырьком | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
79,/problems/selection-sort,Сортировка выборкой,Задача: Сортировка выборкой | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
80,/problems/insertion-sort,Сортировка вставками,Задача: Сортировка вставками | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
81,/problems/heap-sort,Сортировка кучей,Задача: Сортировка кучей | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
82,/problems/merge-sort,Сортировка слиянием,Задача: Сортировка слиянием | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
83,/problems/quick-sort,Быстрая сортировка,Задача: Быстрая сортировка | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
84,/problems/fizz-buzz-test,Задача FizzBuzz,Задача: Задача FizzBuzz | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
85,/problems/eratosthenes-sieve,Решето Эратосфена,Задача: Решето Эратосфена | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
86,/problems/create-image-class-oop,ООП: Создание класса изображений,Задача: ООП - Создание класса изображений | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
87,/problems/oop-create-counter,ООП: Создать класс Counter,Задача: ООП - Создать класс Counter | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
88,/problems/oop-instance-counter,ООП: Счетчик объектов,Задача: ООП - Счетчик объектов | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
89,/problems/max-char,Поиск самого частого символа,Задача: Поиск самого частого символа | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
90,/problems/transp-matrix,Транспонирование матрицы,Задача: Транспонирование матрицы | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
91,/problems/all-permutations,Поиск всех возможных перестановок,Задача: Поиск всех возможных перестановок | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
92,/problems/n-fibonacci,Генератор чисел Фибоначчи,Задача: Генератор чисел Фибоначчи | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
93,/problems/find-gcd,Поиск НОД,Задача: Поиск НОД | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
94,/problems/insert-tuplex,Вставка кортежа в кортеж,Задача: Вставка кортежа в кортеж | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
95,/problems/strict-args,Контроль за именованными аргументами,Задача: Контроль за именованными аргументами | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
96,/problems/combine-structures,Комбинированный список из разных структур,Задача: Комбинированный список из разных структур | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
97,/problems/long-pairs,Попарно сцепить два списка разной длины,Задача: Попарно сцепить два списка разной длины | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
98,/problems/flat-tuples,Сделать плоскими все кортежи,Задача: Сделать плоскими все кортежи | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
99,/tests/python-base-data-structures,Тест: Базовые структуры данных Python,Тест: Базовые структуры данных Python | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Потренируйтесь на наших тестах по программированию, базам данных и аналитике 😉",
100,/tests/python-pep8,Тест: Оформление кода - PEP8,Тест: Оформление кода - PEP8 | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Потренируйтесь на наших тестах по программированию, базам данных и аналитике 😉",
150,/tests/numpy-1,Тест по Numpy: Часть 1,Тест: NumPy - Часть 1 | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Потренируйтесь на наших тестах по программированию, базам данных и аналитике 😉",
101,/problems/tuple-creator,Нумерованные кортежи из списка элементов,Задача: Нумерованные кортежи из списка элементов | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
102,/problems/set-comp,Поиск общих элементов двух множеств,Задача: Поиск общих элементов двух множеств | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
103,/problems/anagram,Определение анаграммов,Задача: Определение анаграммов | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
104,/problems/printing-decorator,Декоратор для названия функции,Задача: Декоратор для названия функции | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
105,/problems/magic-dict,Словарь с частотой уникальных символов,Задача: Словарь с частотой уникальных символов | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
106,/problems/password-validator,Валидатор паролей,Задача: Валидатор паролей | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
107,/problems/function-doc,Вывести документацию к функции,Задача: Вывести документацию к функции | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
108,/problems/functional-multiplier,Произведение всех членов массива,Задача: Произведение всех членов массива | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
109,/problems/even-indexes,Элементы с четными индексами,Задача: Элементы с четными индексами | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
110,/problems/str-even-pos,Символы строки на четных позициях,Задача: Символы строки на четных позициях | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
111,/tests/python-functional-prog,Функциональное программирование в Python,Тест: Функциональное программирование в Python | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Потренируйтесь на наших тестах по программированию, базам данных и аналитике 😉",
112,/tests/python-comprehensions,Comprehensions в Python,Тест: Comprehensions в Python | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Потренируйтесь на наших тестах по программированию, базам данных и аналитике 😉",
113,/problems/sales-in-2019-and-2020,Продажи за 2019 и 2020 год,Задача: Продажи за 2019 и 2020 год | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
114,/problems/avg-month-sales,Среднемесячное количество продаж больше 5,Задача: Среднемесячное количество продаж больше 5 | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
115,/problems/year-sales-group,Группа продаж в течение последнего года,Задача: Группа продаж в течение последнего года | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
116,/problems/monthly-sales-increase,Помесячный прирост продаж с разбивкой по группе,Задача: Помесячный прирост продаж с разбивкой по группе | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
117,/problems/blood-and-lymph-sales-increase,Прирост продаж для анализов с условием,Задача: Прирост продаж для анализов с условием | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
118,/problems/rank-sales-by-group-and-year,Проранжировать продажи по группам в разрезе лет,Задача: Проранжировать продажи по группам в разрезе лет | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
119,/problems/3-years-sales-decrease,Проверить падение продаж 3 года подряд,Задача: Проверить падение продаж 3 года подряд | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
120,/problems/the-most-cheap-and-expensive,Изучить самую дорогую и самую дешевую позицию ,Задача: Изучить самую дорогую и самую дешевую позицию | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
121,/problems/frequent-sale,Найти ID с самым большим количеством заказов по годам,Задача: Найти ID с наибольшим количеством заказов по годам | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
122,/problems/long-table-to-wide,Сделать из «длинной» таблицы «широкую»,Задача: Сделать из «длинной» таблицы «широкую» | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
123,/tests/python-sets,Тест: Множества в Python,Тест: Множества в Python | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Потренируйтесь на наших тестах по программированию, базам данных и аналитике 😉",
124,/tests/python-zip-and-unpacking,Тест: Функция zip и распаковка в Python,Тест: Функция zip и распаковка в Python | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Потренируйтесь на наших тестах по программированию, базам данных и аналитике 😉",
125,/tests/data-science-1,Тест по Data Sceince: Часть 1,Тест: Data Sceince - Часть 1 | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Потренируйтесь на наших тестах по программированию, базам данных и аналитике 😉",
126,/tests/data-science-2,Тест по Data Sceince: Часть 2,Тест: Data Sceince - Часть 2 | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Потренируйтесь на наших тестах по программированию, базам данных и аналитике 😉",
127,/problems/wide-table-to-long,Сделать из «широкой» таблицы «длинную»,Задача: Сделать из «широкой» таблицы «длинную» | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
128,/problems/clientbalance-duplicates,Удалить полные дубликаты,Задача: Удалить полные дубликаты | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
129,/problems/multiply-numbers,Перемножить последовательность чисел,Задача: Перемножить последовательность чисел | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
130,/problems/consecutive-numbers,Интервалы подряд идущих чисел,Задача: Интервалы подряд идущих чисел | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
131,/problems/employee-gate,Фиксация входа-выхода сотрудников,Задача: Фиксация входа-выхода сотрудников | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
132,/problems/analyzes-from-specified-categories,Найти анализы из заданных категорий,Задача: Найти анализы из заданных категорий | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
133,/problems/best-selling-analysis,Самый продаваемый анализ,Задача: Самый продаваемый анализ | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
198,/problems/company-accruals-by-employee,SQL. ДЗ 4: GROUP BY. Задание 3: Начисления с разбивкой по сотрудникам и по типу скидки,SQL. ДЗ 4: GROUP BY. Задание 3: Начисления с разбивкой по сотрудникам и по типу скидки,,
134,/problems/filtered-sales-in-apecified-date-period,Отфильтрованные продажи в период дат,Задача: Отфильтрованные продажи в период дат | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
135,/problems/cumulative-sales-total,Нарастающий итог продаж,Задача: Нарастающий итог продаж | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
136,/problems/numbering-in-lexicographic-order,Нумерация строк в лексикографическом порядке,Задача: Нумерация строк в лексикографическом порядке | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
